Lexeme	WC	Flexion
orsoru¦ppoq	V	–nngilaq
orsoruttaqaaq	V	(no generation)
orsuaasani¦ppoq	V	–nngilaq
orsuaasa¦q	N	–p, –t
orsuaasart¦ooq	N	–uup, –uut
orsuaasat	N, pl.	-
orsualikaa¦q	N	–p, –t
orsualikaarsu¦aq	N	–up, –it
orsualika¦k	N	–ap, –at
orsualikannerit	N, pl.	-
orsualika¦ppoq	V	–nngilaq
orsualika¦rpoq	V	–nngilaq
orsualikattuinnaa¦voq	V	–nngilaq
orsualikk¦erpoq	V	–inngilaq
orsualikkers¦orpoq	V	–unngilaq
orsuannisaa¦q	N	–p, –t
orsuannisaa¦rpoq	V	–nngilaq
orsuarleqi¦voq	V	–nngilaq
orsuarlequt	N	–ip, –it
orsuarlequtissa¦q	N	–p, –t
orsuarl¦erpaa	V	–inngilaa
orsuarni¦ppoq	V	–nngilaq
orsuerlua¦rpoq	V	–nngilaq
orsuerlu¦erpoq	V	–inngilaq
orsuerne¦q	N	–rup, –rit
orsuernia¦q	N	–p, –t
orsuernia¦rpoq	V	–nngilaq
orsuerniart¦oq	N	–up, –ut
orsu¦erpoq	V	–inngilaq
orsuerulluinna¦rpoq	V	–nngilaq
orsuerullu¦innarpoq	V	{–innanngilaq, –aannanngilaq}
orsueru¦ppoq	V	–tinngilaq
orsugasaa¦rpoq	V	–nngilaq
orsugiaajaaffi¦k	N	–up, –it
orsugi¦ak	N	{–aap, –ssap}, {–aat, –ssat}
orsugial¦ik	N	{–iup, –lip, –lup}, –lit
Orsugiassioqatigiit	N, pl.	–it
Orsugiassioqatigiit	Prop, pl.	-
orsugiassiorfi¦k	N	–up, –it
orsugiass¦iorfik	N	{–iorfiup, –aliorfiup}, {–iorfiit, –aliorfiit}
orsugiass¦iorneq	N	{–iornerup, –aliornerup}, {–iornerit, –aliornerit}
orsugiss¦erpoq	V	–inngilaq
orsuiaane¦q	N	–rup, –rit
orsu¦iaaneq	N	{–ajaanerup, –iaanerup}, {–ajaanerit, –iaanerit}
orsuia¦k	N	–ap, –at
orsuial¦ik	N	{–iup, –lip, –lup}, –lit
orsu¦iarpaa	V	{–ajanngilaa, –ianngilaa}
orsui¦k	N	–up, –it
orsuine¦q	N	–rup, –rit
orsuinnaa¦voq	V	–nngilaq
orsuinnanng¦orpoq	V	–unngilaq
orsuis¦orpoq	V	–unngilaq
orsuisuut	N	–ip, –it
orsui¦voq	V	–nngilaq
orsukits¦oq	N	–up, –ut
orsulers¦orpaa	V	–unngilaa
orsuler¦suut	N	{–suutip, –tuutip}, {–suutit, –tuutit}
orsul¦ik	N	{–iup, –lip, –lup}, –lit
orsulissuu¦voq	V	–nngilaq
orsulissu¦uvoq	V	{–aanngilaq, –unngilaq}
orsul¦issuuvoq	V	{–ersuaanngilaq, –ersuunngilaq, –issuaanngilaq, –issuunngilaq}
orsuminaatsi¦aq	N	–up, –it
orsum¦ineq	N	–ernup, –ernit
orsungas¦oq	N	–up, –ut
orsuninne¦q	N	–rup, –rit
orsunna¦ppoq	V	–nngilaq
orsunnattaa¦q	N	–p, –t
orsunng¦erpoq	V	–inngilaq
orsunngu¦voq	V	–nngilaq
orsupalinna¦rpoq	V	–nngilaq
orsupali¦ppoq	V	–nngilaq
orsupalits¦erpaa	V	–inngilaa
orsupalitt¦oq	N	–up, –ut
orsupali¦ttoq	N	{–ssup, –ttup}, {–ssut, –ttut}
orsupalittuinnaa¦voq	V	–nngilaq
orsupali¦ttuinnaavoq	V	{–ssuinnaanngilaq, –ttuinnaanngilaq}
orsussaarniarfi¦k	N	–up, –it
orsussaasivi¦k	N	–up, –it
orsussa¦q	N	–p, –t
orsuus¦erpaa	V	–inngilaa
orsuu¦serpaa	V	{–sinngilaa, –tilinngilaa}
orsuusivi¦k	N	–up, –it
orsuut	N	–ip, –it
orsuutaaru¦ppoq	V	–tinngilaq
orsuutissa¦q	N	–p, –t
orsuutit¦erpaa	V	–inngilaa
orsuutiterutit	N	–ip, –it
orsuu¦voq	V	–nngilaq
orulluffig¦aa	V	–inngilaa
orullug¦aa	V	–inngilaa
orulluig¦aa	V	–inngilaa
orullu¦ppoq	V	–nngilaq
orullussimaarpoq	V	(no generation)
orullut	N	–ip, –it
orulluteqarfissa¦q	N	–p, –t
orulluteqarsinnaatitaane¦q	N	–rup, –rit
orulluteqartarfi¦k	N	–up, –it
orullutig¦aa	V	–inngilaa
orullutiginninne¦q	N	–rup, –rit
orullutiginni¦ppoq	V	–nngilaq
oruluffig¦aa	V	–inngilaa
orulug¦aa	V	–inngilaa
orulugajutt¦oq	N	–up, –ut
orulune¦q	N	–rup, –rit
orulusarfi¦k	N	–up, –it
orulusa¦rpaa	V	–nngilaa
orulussut	N	–ip, –it
orulussut	N, pl.	-
oruluti¦ppaa	V	–nngilaa
orulut¦ooq	N	–uup, –uut
oruluut	N	–ip, –it
oruluutaa¦voq	V	–nngilaq
oruluutig¦aa	V	–inngilaa
orulu¦voq	V	–nngilaq
orun¦eerpaa	V	–iinngilaa
oruners¦orpoq	V	–unngilaq
orunit	N	–ip, –it
orunit¦orpoq	V	–unngilaq
oruu¦ppaa	V	–tinngilaa
oruussi¦voq	V	–nngilaq
